DEU,1,48
DEU,2,48
DEU,3,48
DEU,4,47
DEU,5,47
DEU,6,48
DEU,7,48
DEU,8,47
DEU,9,48
DEU,10,47
DEU,11,47
DEU,12,48
FRA,1,27
FRA,2,26
FRA,3,26
FRA,4,26
FRA,5,26
FRA,6,26
FRA,7,26
FRA,8,27
FRA,9,27
FRA,10,26
FRA,11,27
FRA,12,26
